dgp	alpha	SPECIAL_TOKEN_NULLDGPS	n	d	binary	cov_type	err_type	SPECIAL_TOKEN_NULLDGPS_TRANSFORM_TYPE	test_thresh	learner	strategy	n_burn_in	margin_width	reveal_batch_prop	refit_batch_prop	n_min	shrink_to_boundary	n_sims	task_id	random_seed
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	44	1254751707
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	45	4182248123
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	46	1573512143
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	47	999745294
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	48	1958805693
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	49	389151677
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	50	3372305070
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	51	2655947709
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	52	857592370
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	53	1642661739
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	54	2208620086
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	55	4222944499
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	56	2544401215
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	57	2004731384
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	58	199502978
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	59	3693415908
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	60	2609385266
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	61	2921898630
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	62	732395540
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	63	1934879560
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	64	279394470
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	65	56972561
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	66	4075432323
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	67	4046725720
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	68	4147358011
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	69	2419304461
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	70	3472040177
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	71	1655351289
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	72	1308306184
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	73	68574553
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	74	419498548
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	75	991681409
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	76	2938758483
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	77	1035196507
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	78	1890440558
NullDGPs	0.05	True	100	100	True	binary	none	none	0.5	mlp_regressor_learner	Chiseling	0.1	1	0.05	0.1	30	True	250	79	2934594491
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	80	524150214
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	81	2619915691
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	82	2126768636
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	83	3578544903
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	84	147697582
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	85	744595490
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	86	3905501389
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	87	1679592528
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	88	1111451555
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	89	782698033
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	90	2845511527
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	91	3244252547
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	92	1338788865
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	93	1826030589
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	94	2233675141
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	95	893102645
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	96	2348102761
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	97	2438254339
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	98	793943861
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	99	134489564
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	100	4164334270
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	101	3617585553
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	102	3329170137
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	103	1931679275
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	104	4035117217
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	105	1697157321
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	106	3843254205
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	107	3979969507
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	108	2567960845
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	109	3123609438
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	110	3959419695
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	111	1402481934
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	112	380072391
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	113	2450038221
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	114	841739990
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	115	2236966139
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	116	194249720
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	117	4128202429
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	118	1397283111
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	119	3627245268
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	120	1669356239
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	121	3209715436
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	122	1165435217
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	123	2317960046
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	124	3559400500
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	125	2520077079
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	126	1532243865
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	127	4145739992
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	128	1206604539
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	129	2607192251
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	130	2330861947
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	131	1185407468
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	132	605264936
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	133	1272485020
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	134	3445409806
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	135	709816108
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	136	320192576
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	137	67157848
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	138	4238647110
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	139	1818495496
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	140	3316766039
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	141	1696003200
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	142	853477355
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	143	1260522119
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	144	23717335
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	145	60472382
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	146	3502380170
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	147	854021618
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	148	3035929168
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	149	3055190407
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	150	3131061922
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	151	3393778082
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	152	3312580896
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	153	2602578298
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	154	318019332
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	155	3978431977
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	156	1539598566
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	157	2796354553
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	158	497653800
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	159	3929721883
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	160	3707000966
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	161	3650887880
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	162	2677045063
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	163	1930375947
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	164	1421196193
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	165	409783328
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	166	272981039
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	167	1592652278
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	168	1335658902
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	169	2872651325
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	170	1396651735
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	171	2860114724
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	172	3133634658
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	173	2539604651
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	174	2738288487
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	175	1179921109
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	176	3810549722
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	177	2410522146
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	178	2028147648
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	179	1644658402
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	180	513653348
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	181	4173471662
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	182	3063363021
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	183	3646057090
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	184	3267546880
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	185	3099804676
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	186	2410667225
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	187	1013547510
NullDGPs	0.05	True	100	150	True	expo	none	none	0.5	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	188	3311278846
