dgp	n	d	q	tau	tau0	alpha	test_thresh	learner	task_label	strategy	n_burn_in	margin_width	alpha_init	n_min	reveal_batch_prop	refit_batch_prop	n_sims	task_id	random_seed
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	28	780932287
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	29	4261516219
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	30	787716372
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	31	2652062880
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	32	1306710475
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	33	2627030329
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	34	2253811733
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	35	30349564
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	36	1855189739
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	37	99052376
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	38	1250819632
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	39	2253890010
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	40	2627888186
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	41	1717389822
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	42	599121577
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	43	200427519
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	44	1254751707
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	45	4182248123
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	46	1573512143
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	47	999745294
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	48	1958805693
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	49	389151677
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	50	3372305070
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	51	2655947709
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	52	857592370
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	53	1642661739
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	54	2208620086
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	55	4222944499
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	56	2544401215
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	57	2004731384
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	58	199502978
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	59	3693415908
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	60	2609385266
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	61	2921898630
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	62	732395540
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	63	1934879560
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	64	279394470
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	65	56972561
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	66	4075432323
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	67	4046725720
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	68	4147358011
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	69	2419304461
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	70	3472040177
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	71	1655351289
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	72	1308306184
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	73	68574553
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	74	419498548
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	75	991681409
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	76	2938758483
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	77	1035196507
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	78	1890440558
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	79	2934594491
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	80	524150214
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	81	2619915691
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	82	2126768636
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	83	3578544903
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	84	147697582
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	85	744595490
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	86	3905501389
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	87	1679592528
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	88	1111451555
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	89	782698033
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	90	2845511527
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	91	3244252547
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	92	1338788865
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	93	1826030589
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	94	2233675141
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	95	893102645
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	96	2348102761
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	97	2438254339
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	98	793943861
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	99	134489564
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	250	100	4164334270
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	250	101	3617585553
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	250	102	3329170137
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	250	103	1931679275
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	250	104	4035117217
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	250	105	1697157321
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	250	106	3843254205
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	250	107	3979969507
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	250	108	2567960845
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	250	109	3123609438
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	250	110	3959419695
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	250	111	1402481934
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	250	112	380072391
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	250	113	2450038221
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	250	114	841739990
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	250	115	2236966139
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	250	116	194249720
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	250	117	4128202429
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	250	118	1397283111
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	250	119	3627245268
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	250	120	1669356239
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	250	121	3209715436
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	250	122	1165435217
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	250	123	2317960046
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	250	124	3559400500
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	250	125	2520077079
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	250	126	1532243865
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	250	127	4145739992
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	250	128	1206604539
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	250	129	2607192251
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	130	2330861947
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	131	1185407468
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	132	605264936
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	133	1272485020
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	134	3445409806
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	135	709816108
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	136	320192576
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	137	67157848
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	138	4238647110
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	139	1818495496
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	140	3316766039
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	141	1696003200
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	142	853477355
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	143	1260522119
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	144	23717335
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	145	60472382
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	146	3502380170
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	147	854021618
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	148	3035929168
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	149	3055190407
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	150	3131061922
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	151	3393778082
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	152	3312580896
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	153	2602578298
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	154	318019332
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	155	3978431977
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	156	1539598566
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	157	2796354553
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	158	497653800
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	159	3929721883
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	160	3707000966
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	161	3650887880
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	162	2677045063
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	163	1930375947
LinearNonNegRCT	1000	5	0.1473684210526316	0.6785714285714285	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	25	164	1421196193
