dgp	n	d	q	tau	tau0	alpha	test_thresh	learner	task_label	strategy	n_burn_in	margin_width	alpha_init	n_min	reveal_batch_prop	refit_batch_prop	n_sims	task_id	random_seed
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	59	3693415908
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	60	2609385266
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	61	2921898630
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	62	732395540
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	63	1934879560
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	64	279394470
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	65	56972561
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	66	4075432323
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	67	4046725720
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	68	4147358011
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	69	2419304461
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	70	3472040177
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	71	1655351289
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	72	1308306184
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	73	68574553
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	74	419498548
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	75	991681409
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	76	2938758483
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	77	1035196507
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	78	1890440558
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	79	2934594491
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	80	524150214
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	81	2619915691
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	82	2126768636
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	83	3578544903
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	84	147697582
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	85	744595490
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	86	3905501389
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	87	1679592528
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	88	1111451555
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	89	782698033
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	90	2845511527
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	91	3244252547
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	92	1338788865
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	93	1826030589
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	94	2233675141
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	95	893102645
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	96	2348102761
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	97	2438254339
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	98	793943861
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	99	134489564
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	100	4164334270
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	101	3617585553
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	102	3329170137
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	103	1931679275
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	104	4035117217
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	105	1697157321
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	106	3843254205
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	107	3979969507
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	108	2567960845
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	109	3123609438
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	110	3959419695
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	111	1402481934
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	112	380072391
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	113	2450038221
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	114	841739990
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	115	2236966139
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	116	194249720
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	117	4128202429
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	118	1397283111
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	119	3627245268
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	120	1669356239
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	121	3209715436
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	122	1165435217
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	123	2317960046
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	124	3559400500
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	125	2520077079
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	126	1532243865
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	127	4145739992
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	128	1206604539
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	129	2607192251
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	130	2330861947
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	131	1185407468
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	132	605264936
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	133	1272485020
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	134	3445409806
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	135	709816108
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	136	320192576
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	137	67157848
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	138	4238647110
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	139	1818495496
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	140	3316766039
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	141	1696003200
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	142	853477355
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	143	1260522119
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	144	23717335
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	145	60472382
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	146	3502380170
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	147	854021618
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	148	3035929168
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	149	3055190407
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	150	3131061922
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	151	3393778082
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	152	3312580896
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	153	2602578298
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	154	318019332
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	155	3978431977
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	156	1539598566
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	157	2796354553
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	158	497653800
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	159	3929721883
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	160	3707000966
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	161	3650887880
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	162	2677045063
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	163	1930375947
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	164	1421196193
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	165	409783328
LinearNonNegRCT	1000	5	0.1	1.0	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	166	272981039
