dgp	n	d	s	rho	theta	tau	alpha	test_thresh	learner	binary	subgroup_size	strategy	bonf_strategy	n_burn_in	reveal_batch_prop	refit_batch_prop	n_min	margin_width	alpha_min	use_learner_weights	train_ratio	n_sims	task_id	random_seed
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.1	0.01	0.05	30	1.0	0.0	False		100	45	4182248123
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.1	0.01	0.05	30	1.0	0.0	False		100	46	1573512143
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.1	0.01	0.05	30	1.0	0.0	False		100	47	999745294
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.1	0.01	0.05	30	1.0	0.0	False		100	48	1958805693
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.1	0.01	0.05	30	1.0	0.0	False		100	49	389151677
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	50	3372305070
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	51	2655947709
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	52	857592370
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	53	1642661739
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	54	2208620086
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	55	4222944499
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	56	2544401215
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	57	2004731384
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	58	199502978
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	59	3693415908
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	60	2609385266
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	61	2921898630
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	62	732395540
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	63	1934879560
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	64	279394470
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	65	56972561
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	66	4075432323
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	67	4046725720
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	68	4147358011
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	69	2419304461
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	70	3472040177
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	71	1655351289
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	72	1308306184
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	73	68574553
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	0.0	0.0	False		100	74	419498548
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	75	991681409
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	76	2938758483
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	77	1035196507
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	78	1890440558
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	79	2934594491
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	80	524150214
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	81	2619915691
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	82	2126768636
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	83	3578544903
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	84	147697582
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	85	744595490
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	86	3905501389
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	87	1679592528
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	88	1111451555
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	89	782698033
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	90	2845511527
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	91	3244252547
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	92	1338788865
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	93	1826030589
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	94	2233675141
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	95	893102645
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	96	2348102761
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	97	2438254339
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	98	793943861
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.2	0.01	0.05	30	1.0	0.0	False		100	99	134489564
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	100	4164334270
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	101	3617585553
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	102	3329170137
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	103	1931679275
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	104	4035117217
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	105	1697157321
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	106	3843254205
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	107	3979969507
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	108	2567960845
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	109	3123609438
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	110	3959419695
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	111	1402481934
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	112	380072391
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	113	2450038221
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	114	841739990
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	115	2236966139
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	116	194249720
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	117	4128202429
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	118	1397283111
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	119	3627245268
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	120	1669356239
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	121	3209715436
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	122	1165435217
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	123	2317960046
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	0.0	0.0	False		100	124	3559400500
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	125	2520077079
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	126	1532243865
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	127	4145739992
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	128	1206604539
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	129	2607192251
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	130	2330861947
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	131	1185407468
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	132	605264936
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	133	1272485020
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	134	3445409806
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	135	709816108
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	136	320192576
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	137	67157848
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	138	4238647110
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	139	1818495496
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	140	3316766039
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	141	1696003200
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	142	853477355
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	143	1260522119
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	144	23717335
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	145	60472382
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	146	3502380170
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	147	854021618
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	148	3035929168
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.3	0.01	0.05	30	1.0	0.0	False		100	149	3055190407
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.4	0.01	0.05	30	0.0	0.0	False		100	150	3131061922
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.4	0.01	0.05	30	0.0	0.0	False		100	151	3393778082
BasicBinaryRegression	1000	100	5	0.2	2.0	2.2	0.05	0.9	logreg_learner	True	0.5	Chiseling		0.4	0.01	0.05	30	0.0	0.0	False		100	152	3312580896
