dgp	bart_path	n	alpha	test_thresh	n_min	learner	strategy	bonf_strategy	n_burn_in	margin_width	train_ratio	reveal_batch_prop	refit_batch_prop	n_sims	save_subgroup_membership	task_id	random_seed
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	27	3344769
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	28	780932287
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	29	4261516219
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	30	787716372
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	31	2652062880
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	32	1306710475
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	33	2627030329
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	34	2253811733
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	35	30349564
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	36	1855189739
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	37	99052376
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	38	1250819632
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	39	2253890010
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	40	2627888186
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	41	1717389822
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	42	599121577
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	43	200427519
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	44	1254751707
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	45	4182248123
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	46	1573512143
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	47	999745294
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	48	1958805693
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	49	389151677
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	50	3372305070
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	51	2655947709
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	52	857592370
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	53	1642661739
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	54	2208620086
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	55	4222944499
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	56	2544401215
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	57	2004731384
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	58	199502978
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	59	3693415908
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	60	2609385266
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	61	2921898630
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	62	732395540
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	63	1934879560
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	64	279394470
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	65	56972561
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	66	4075432323
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	67	4046725720
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	68	4147358011
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	69	2419304461
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	70	3472040177
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	71	1655351289
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	72	1308306184
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	73	68574553
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	74	419498548
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	75	991681409
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	76	2938758483
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	77	1035196507
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	78	1890440558
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	79	2934594491
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	80	524150214
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	81	2619915691
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	82	2126768636
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	83	3578544903
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	84	147697582
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	85	744595490
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	86	3905501389
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	87	1679592528
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	88	1111451555
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	89	782698033
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	90	2845511527
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	91	3244252547
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	92	1338788865
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	93	1826030589
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	94	2233675141
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	95	893102645
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	96	2348102761
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	97	2438254339
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	98	793943861
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	0.0		0.01	0.05	25	False	99	134489564
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	100	4164334270
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	101	3617585553
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	102	3329170137
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	103	1931679275
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	104	4035117217
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	105	1697157321
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	106	3843254205
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	107	3979969507
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	108	2567960845
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	109	3123609438
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	110	3959419695
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	111	1402481934
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	112	380072391
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	113	2450038221
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	114	841739990
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	500	0.05	0.3	30	causal_random_forest_classifier_learner	Chiseling		0.1	1.0		0.01	0.05	25	False	115	2236966139
