dgp	alpha	SPECIAL_TOKEN_NULLDGPS	n	d	binary	cov_type	err_type	SPECIAL_TOKEN_NULLDGPS_TRANSFORM_TYPE	test_thresh	learner	strategy	n_burn_in	margin_width	reveal_batch_prop	refit_batch_prop	shrink_to_boundary	n_min	n_sims	task_id	random_seed
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	39	2253890010
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	40	2627888186
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	41	1717389822
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	42	599121577
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	43	200427519
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	44	1254751707
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	45	4182248123
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	46	1573512143
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	47	999745294
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	48	1958805693
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	49	389151677
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	50	3372305070
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	51	2655947709
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	52	857592370
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	53	1642661739
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	54	2208620086
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	55	4222944499
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	56	2544401215
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	57	2004731384
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	58	199502978
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	59	3693415908
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	60	2609385266
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	61	2921898630
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	62	732395540
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	63	1934879560
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	64	279394470
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	65	56972561
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	66	4075432323
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	67	4046725720
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	68	4147358011
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	69	2419304461
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	70	3472040177
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	71	1655351289
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	72	1308306184
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	73	68574553
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	74	419498548
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	75	991681409
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	76	2938758483
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	77	1035196507
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	78	1890440558
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	79	2934594491
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	80	524150214
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	81	2619915691
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	82	2126768636
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	83	3578544903
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	84	147697582
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	85	744595490
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	86	3905501389
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	87	1679592528
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	88	1111451555
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	89	782698033
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	90	2845511527
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	91	3244252547
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	92	1338788865
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	93	1826030589
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	94	2233675141
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	95	893102645
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	96	2348102761
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	97	2438254339
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	98	793943861
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	99	134489564
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	100	4164334270
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	101	3617585553
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	102	3329170137
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	103	1931679275
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	104	4035117217
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	105	1697157321
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	106	3843254205
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	107	3979969507
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	108	2567960845
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	109	3123609438
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	110	3959419695
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	111	1402481934
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	112	380072391
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	113	2450038221
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	114	841739990
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	115	2236966139
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	116	194249720
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	117	4128202429
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	118	1397283111
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	119	3627245268
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	120	1669356239
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	121	3209715436
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	122	1165435217
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	123	2317960046
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	124	3559400500
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	125	2520077079
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	126	1532243865
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	127	4145739992
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	128	1206604539
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	129	2607192251
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	130	2330861947
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	131	1185407468
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	132	605264936
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	133	1272485020
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	134	3445409806
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	135	709816108
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	136	320192576
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	137	67157848
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	138	4238647110
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	139	1818495496
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	140	3316766039
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	141	1696003200
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	142	853477355
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	143	1260522119
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	144	23717335
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	145	60472382
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	146	3502380170
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	147	854021618
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	148	3035929168
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	149	3055190407
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	150	3131061922
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	151	3393778082
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	152	3312580896
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	153	2602578298
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	154	318019332
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	155	3978431977
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	156	1539598566
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	157	2796354553
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	158	497653800
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	159	3929721883
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	160	3707000966
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	161	3650887880
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	162	2677045063
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	163	1930375947
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	164	1421196193
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	165	409783328
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	166	272981039
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	167	1592652278
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	168	1335658902
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	169	2872651325
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	170	1396651735
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	171	2860114724
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	172	3133634658
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	173	2539604651
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	174	2738288487
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	175	1179921109
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	176	3810549722
NullDGPs	0.05	True	4000	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	400	25	177	2410522146
