dgp	n	d	q	tau	alpha	test_thresh	learner	strategy	n_burn_in	margin_width	alpha_init	refit_batch_prop	reveal_batch_prop	train_ratio	n_min	n_sims	task_id	random_seed
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	55	4222944499
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	56	2544401215
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	57	2004731384
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	58	199502978
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	59	3693415908
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	60	2609385266
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	61	2921898630
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	62	732395540
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	63	1934879560
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	64	279394470
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	65	56972561
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	66	4075432323
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	67	4046725720
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	68	4147358011
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	69	2419304461
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	70	3472040177
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	71	1655351289
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	72	1308306184
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	73	68574553
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	74	419498548
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	75	991681409
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	76	2938758483
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	77	1035196507
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	78	1890440558
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	79	2934594491
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	80	524150214
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	81	2619915691
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	82	2126768636
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	83	3578544903
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	84	147697582
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	85	744595490
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	86	3905501389
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	87	1679592528
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	88	1111451555
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	89	782698033
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	90	2845511527
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	91	3244252547
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	92	1338788865
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	93	1826030589
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	94	2233675141
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	95	893102645
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	96	2348102761
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	97	2438254339
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	98	793943861
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	99	134489564
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	100	4164334270
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	101	3617585553
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	102	3329170137
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	103	1931679275
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	104	4035117217
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	105	1697157321
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	106	3843254205
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	107	3979969507
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	108	2567960845
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	109	3123609438
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	110	3959419695
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	111	1402481934
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	112	380072391
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	113	2450038221
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	114	841739990
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	115	2236966139
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	116	194249720
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	117	4128202429
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	118	1397283111
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	119	3627245268
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	120	1669356239
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	121	3209715436
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	122	1165435217
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	123	2317960046
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	124	3559400500
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	125	2520077079
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	126	1532243865
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	127	4145739992
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	128	1206604539
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	129	2607192251
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	130	2330861947
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	131	1185407468
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	132	605264936
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	133	1272485020
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	134	3445409806
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	135	709816108
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	136	320192576
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	137	67157848
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	138	4238647110
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	139	1818495496
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	140	3316766039
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	141	1696003200
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	142	853477355
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	143	1260522119
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	144	23717335
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	145	60472382
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	146	3502380170
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	147	854021618
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	148	3035929168
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	149	3055190407
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	150	3131061922
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	151	3393778082
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	152	3312580896
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	153	2602578298
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	154	318019332
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	155	3978431977
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	156	1539598566
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	157	2796354553
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	158	497653800
LinearNonNegRCT	1000	5	0.1	0.0	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	159	3929721883
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	160	3707000966
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	161	3650887880
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	162	2677045063
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	163	1930375947
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	164	1421196193
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	165	409783328
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	166	272981039
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	167	1592652278
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	168	1335658902
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	169	2872651325
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	170	1396651735
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	171	2860114724
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	172	3133634658
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	173	2539604651
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	174	2738288487
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	175	1179921109
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	176	3810549722
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	177	2410522146
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	178	2028147648
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	179	1644658402
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	180	513653348
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	181	4173471662
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	182	3063363021
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	183	3646057090
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	184	3267546880
LinearNonNegRCT	1000	5	0.1	0.27777777777777773	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	185	3099804676
